Date,ADS.DE,ALV.DE,BAS.DE,BAYN.DE,BMW.DE,CON.DE,DB1.DE,DBK.DE,DPW.DE,DTE.DE,DWNI.DE,EOAN.DE,FME.DE,FRE.DE,HEI.DE,HEN3.DE,IFX.DE,LIN.DE,MRK.DE,MTX.DE,MUV2.DE,RWE.DE,SAP.DE,SIE.DE,VOW3.DE
2020-09-29 00:00:00,-0.018136578528171566,-0.0076419803997491665,-0.006878116341269493,-0.003737562222305393,-0.00016126325053553427,0.0036900799819557448,-0.009259219078976647,0.0163981025466839,-0.014690932702188379,0.0010508121697798206,0.006602187698757107,0.004046869587022474,-0.005248686116072383,0.0046571875309049686,0.004608253750606118,-0.0002238263251184546,-0.0028943434513113465,-0.001977306718928207,-0.005191644667156686,0.00035225820945980447,-0.00687757889969092,-0.0006250143051147461,-0.010435369089579417,-0.006995601440539811,-0.00965843695851455
2020-09-30 00:00:00,0.01014120873260313,-0.008800895271845566,-0.011735294646470835,-0.13074472033675813,0.010808165039589713,0.030493075177995137,-0.010680948404005056,-0.012517406379921958,0.009511540292321515,0.012596242523183329,0.012649354249205628,0.010606642238120165,-0.010830308465058336,-0.004120619484014818,-0.019877693455533915,0.005821726879120648,0.07588637532967313,-0.002476473576598292,0.011240416396478093,0.01619720458984375,-0.004616805040726031,0.027829874996496036,0.00738182454713542,-0.011308802580359174,-0.022561797543179378
2020-10-01 00:00:00,-0.007171029199600175,0.003822976963724763,0.012847963035530745,-0.030319352064534073,-0.004787731212752899,0.010073442326662643,0.001012207546305329,0.013521154343526522,-0.0010186125556674286,0.002764337326528655,0.010409455648959606,0.017422372831411837,-0.008702907576907866,-0.014740101417485144,0.008970415563965214,0.00044524618385890445,-0.02023509827348373,-0.008689176032942014,0.008336665956326305,-0.017671538446490345,0.0027828888114153857,0.01886226853450282,-0.007327732511407867,-0.007313016893965296,-0.017125860011123123
2020-10-02 00:00:00,-0.012278779239538086,0.02285012991996353,0.025177809033742952,0.04083674259245409,0.02677995754650615,0.021400348149570685,0.004381488842210242,0.022790443589754125,0.007392325233527446,0.012405192878162751,0.008699658092040052,0.002475775453088748,0.020107591528152974,0.018897670591566454,0.017781177794746732,0.01246109012914372,0.011408300838250458,-0.0007512842527916362,0.011417298805056594,0.025044113239914022,0.02636446359250761,-0.014631282589091516,-0.002711664848201133,0.013600325639976011,0.020454522335168087
2020-10-05 00:00:00,0.00987207388311243,0.015013211241031957,0.011436081901135263,-0.010049202824523519,0.012806492432565111,0.012815318756523532,0.010067114093959731,0.057065226722135265,0.0037954885992966553,0.0006807507942471299,-0.00022701170945791215,0.005145012856644052,0.01721262976139503,0.008758375972713417,0.018989745592434583,-0.0002197433304000687,0.0015558505232114916,0.0045112476014254384,-0.0007784417835903332,0.0464556081089383,-0.000450612201337905,-0.005454554702296402,-0.007099601404454045,0.01490867013297483,0.020638447232965238
2020-10-06 00:00:00,0.003258486085111997,-0.0140812023586032,0.032066719513834344,-0.02159827249412903,0.013723969322892101,0.02279570798680677,-0.031229215602938124,0.0025706915664731513,0.039072425593686934,-0.015986371409959486,-0.00113505647960332,-0.005323510201132732,-0.0032750800732455204,-0.015066398235108289,0.023108492023721075,0.005935296397102842,0.021359193672254247,0.007485030168088816,0.007401612022332161,-0.003617251172106794,-0.021190247446233924,0.012797135513344118,-0.008215440254809926,0.0029379333474452386,0.01047426888388969
2020-10-07 00:00:00,0.0007216950019785214,0.006240958292978823,0.027298858646421002,0.022406167919271237,-0.00030417772613629414,0.003927359173996866,0.01989021835242967,0.01641022813234016,-0.006065016802436075,-0.0010370095516431944,0.007500041614879261,0.005352001636440804,0.003285841467158455,0.018926615193473495,0.03788703021031697,0.005900359870350306,0.02034220011148199,0.002476473576598292,0.008120673062455414,0.034653465346534656,0.01335787109605896,0.02015638192278865,0.01503291441689847,0.014646635897195932,-0.006766501970890334
2020-10-08 00:00:00,0.018752298723192017,0.002743360770277683,-0.037762234590940746,0.008960400039567756,-0.015520454253120366,-0.017114914425427872,-0.00571614567700642,-0.010721498288757259,0.0075664522664720055,-0.0038061835451513315,0.006316236583160397,-0.0024569220960918682,-0.0038209441042728358,0.004071243015730822,-0.018252034466171674,0.013903962776907416,0.025153760664733942,0.0014822285612876367,0.004986527549282901,-0.003189792663476874,-0.006818181818181818,-0.008846925343865542,0.005440541337667995,0.006495861101512801,-0.0023191192588638493
2020-10-09 00:00:00,0.01345128422289823,0.01011060398723213,-0.005813947847045612,-0.00791780302823129,0.00602781156172888,-0.006169181558030161,0.002029000883224291,0.0021675632417217866,0.000484507227594752,0.006599465809899027,0.015019012772437449,0.0026683109326560523,-0.007397272815443065,-0.0020273192654203776,0.010725818797783875,-0.009856419595463886,0.020901448593488126,0.00888013359081317,0.0,-0.0208,0.012814659275779463,0.012198745610431001,0.009920391916717697,0.00788817588804896,0.01263976600382678
2020-10-12 00:00:00,0.0006986106027216607,-0.019547763406828397,-0.00712718166937618,-0.03472822668583121,-0.012905152637128676,-0.018622353439120783,-0.009787357461893194,-0.009414803730856368,0.00411627086641752,0.0031055953764499438,-0.007950543729169967,-0.012487276208667445,-0.006624285586582626,-0.025647590371657866,-0.021223925424626266,-0.009305351951852097,-0.018515170637927153,-0.0102689785012989,-0.0034350912079556296,-0.01732022154564951,-0.018978747809867354,-0.0020576041705562113,-0.00223249769948612,-0.01067239907133633,-0.006456197531491231
