Date,ACS.MC,ACX.MC,ALM.MC,AMS.MC,ANA.MC,BBVA.MC,BKT.MC,CABK.MC,CIE.MC,COL.MC,ELE.MC,ENG.MC,FDR.MC,FER.MC,GRF.MC,IAG.MC,IBE.MC,IDR.MC,ITX.MC,MAP.MC,MEL.MC,MTS.MC,NTGY.MC,PHM.MC,REE.MC,REP.MC,SAB.MC,SAN.MC,SGRE.MC,SLR.MC,TEF.MC,VIS.MC
2012-01-02,0.015053779848160283,0.02288552615634432,-0.033027634966667704,0.02149677508510746,-0.016730252419427254,0.005886675703297959,-0.00619835397739536,-0.014193565614761846,-0.0035459957613743626,-0.028273894540328588,-0.0033701168017315733,0.00864154847434527,-0.017766540772783588,0.013251352184468301,0.0007609798284823318,0.012352585599932958,-0.026193762301039616,0.02657004251318141,-0.005292640258715342,0.00800319341594567,0.0,0.022957513843495668,0.010697122893755266,0.005813971218185684,-0.00298547476667935,-0.004362257730269362,0.0,0.009386485770311093,-0.0002984858355873972,-0.03056765694710106,0.003660323659185347,0.02100546431721256
2012-01-03,-0.019279657472519026,-0.0019454771020285897,-0.009487704452001795,-0.006235379905048825,-0.029701460653276585,-0.029407492684892473,-0.0027006536276217765,0.013088992981693385,0.0008895347393708875,-0.029862130416023553,-0.012603746166539863,-0.01644960716985286,-0.012919884701511019,-0.0076375766055039925,-0.009505703697805186,0.003327810344166414,-0.02317400875493906,-0.004901979575474675,0.0031298875343347015,0.001587911241279597,-0.0024153991225044223,-0.013531362564747438,-0.018613147298620004,0.09537569014784833,-0.006887244769684014,0.0056332246201658285,-0.024225921391848437,-0.038525360890423334,-0.06837864828838383,0.004504500150622546,-0.0211525227586761,-0.007082599904703329
2012-01-04,-0.04082953882626654,0.0019492693609359764,-0.0057469445965010035,-0.01686275706571691,-0.013536453682441397,-0.050346644953827874,-0.05128206275165163,-0.03126610249559573,-0.004444481194283601,0.008681893475626392,-0.030821911707332426,-0.028571483636743535,0.01832465258761243,-0.006852881680131892,-0.008445271393386676,-0.032614712416322855,-0.022452958920394662,-0.037044282247770045,-0.018408741548600494,-0.02140305223030044,-0.04600485519506565,0.0033456136019720984,-0.016362909508966596,0.013192694464080758,-0.01899596112540065,-0.029045674351012768,-0.05724128852422997,-0.04507776258075204,-0.012820501064172197,-0.04035870556032749,-0.02235463385570983,-0.01902178543248255
2012-01-05,0.0018017570632468194,0.009727663819775589,0.01734105185746896,0.011168755087911503,-0.009044098568498058,-0.011269856671837195,0.001977601226134763,0.0018671564009313905,0.0026786127691870746,-0.004694818346659463,0.002248686285256158,0.010760443093246159,-0.025706976954853022,-0.007430965420093533,-0.0038714820660122806,0.008571420397077287,-0.006283815143811614,0.012379812547481252,0.002066117581438211,0.00891042327552351,0.030456823303636707,-0.019006353195851644,-0.004158813125846499,-0.00260421581960528,0.0018442100375724525,-0.0032050793510026094,-0.01243640001409322,-0.014288384696655238,-0.023701284425940685,-0.02803746647517422,-0.0057164291756687385,0.005886429405610577
2012-01-06,-0.008543189568929771,-0.011078975900797292,-0.005681914125098075,0.011439802911825343,0.02124315192801885,-0.027131184185143563,0.01534866678524854,0.009052161744279447,-0.0026714569704337373,-0.025157206828562963,0.002564100056083384,0.000709739444537849,-0.007915559813120093,0.011978556914362906,0.009716284665672838,-0.011331434044538888,-0.003706977429465064,-0.0015159517563220074,0.014750188371480432,-0.01244476101719265,-0.007389096895073626,-0.0027192110319983237,-0.02505694167003506,-0.018276776271548265,0.005829072544666891,0.016720230520553655,-0.004814824562557847,-0.0009172817383240812,-0.008979032485185856,0.0336539299177731,-0.0030663101776682287,0.009982820073791086
2012-01-09,0.02063491788885477,0.010715991524423027,0.0,0.005850293660282454,-0.027426849801912005,0.03712869748466823,0.0289439758882592,-0.005540872997000832,0.014285775657349883,-0.008870934598928121,0.008312027595090138,0.013829765216211489,-0.0026595719384628963,-0.004016075590835615,0.0023095217224107303,0.01719196063483831,0.02604518295822107,0.026315812335043546,0.022975979718545328,0.03292676828079273,0.028535921868756673,0.022494834369312145,0.008566951352806313,0.02127666050275347,0.022571349150858972,-0.007379263585686722,0.0,0.05417804450011535,0.029194594842830154,0.0,0.02729716743713488,-0.0034083292757210904
2012-01-10,0.011775219145933236,-0.0024096017860504517,0.02095242744106419,-0.011244703576289653,-0.022972129079156117,-0.00015909746142057265,-0.0025189342329580643,-0.008755635951977729,0.0008803265971202694,-0.06102527294758259,-0.0060241131433854435,0.00804475484465883,0.0,-0.018463475203860033,0.01920122820356185,0.04169014194233507,-0.00021339682482205828,-0.0029586474980016573,-0.0004584047921223151,0.00944516682076458,0.020506643796889226,0.004666697522310536,-0.01351352844110921,0.0182290968177539,-0.0017897500539917604,-0.05713683807955766,-0.002977038566184765,-0.003310129173300571,-0.002282350727965715,-0.023255901635817523,0.0018712943959505299,-0.006497966331904366
2012-01-11,0.0002195503147167064,0.005313946809116426,0.00746275236509404,0.0015686633540134803,0.02091780369432441,0.0074793017082441,0.018308108602372673,0.0037473069422179566,-0.0008795523038336462,-0.0017330958107880457,0.0003189865633222399,0.018390030959670362,0.002666664123535156,-0.005621626570418074,-0.00301438689882946,-0.0021633037053007064,-0.005547263496847351,0.00791295019018304,-0.010547197987575118,-0.0015594340788909866,0.021276631721529805,0.014266742456877325,0.0035225109696811435,0.0,0.03541017086173173,-0.0074340621963237975,0.006719203277100878,-0.0069917949934153205,0.015686306592273835,0.019047715280065776,0.0011206218637000958,0.005851982125943317
2012-01-12,0.005268972173143878,-0.00048054921376630976,0.005555378618622184,0.020751713402432027,0.0025412936743763217,0.010740849505263548,0.00537195625543897,0.023999977111816406,0.0026407915466057307,-0.020833330230309414,-0.01849489516637967,-0.012606502024681415,0.0,-0.001848249450844092,-0.018896448121701246,0.022222226529694227,0.002360042251395805,0.0,-0.002780801135038912,-0.008590423058436382,-0.01273155161811703,0.007523678104780686,-0.0015600237570543632,0.03324806125605648,-0.004329048175275699,-0.006355029170831506,-0.021134890251463256,0.01214585389996828,-0.009974304031398836,-0.00934589643208842,-0.0037313448951876126,-0.011293632151292829
2012-01-13,0.004586134096394957,0.0033654617663699577,0.0,-0.005753725365790988,-0.006020235422184314,0.006876022938258718,-0.004316532377815376,-0.009375003686485273,-0.000877820212169455,-0.03368789377135731,0.008122157063773793,0.0024154484447868633,0.0,0.01622918764937193,-0.0038520214810371625,-0.005302221774151495,-0.0012842555757390313,0.00588816703508071,0.00790087046605791,-0.0015754030907836713,0.019929669591528868,0.014935111828085601,0.010156258789356666,-0.04207914033679522,-0.006086929984714674,0.009365003628232036,-0.010606142965911267,-0.015652261587539778,0.013324708836046969,-0.01415093066472453,0.003745319975760009,0.005192160922393554
