Date,A2A.MI,AMP.MI,ATL.MI,AZM.MI,BAMI.MI,BGN.MI,BMED.MI,BPE.MI,BZU.MI,CPR.MI,DIA.MI,ENEL.MI,ENI.MI,EXO.MI,G.MI,HER.MI,IP.MI,ISP.MI,JUVE.MI,LDO.MI,MB.MI,PRY.MI,REC.MI,SPM.MI,SRG.MI,STLA.MI,STM.MI,TEN.MI,TIT.MI,TRN.MI,UCG.MI,UNI.MI
2012-01-03,0.0013080275954293619,0.026911333223578193,0.011067221149767992,0.0039431383881010085,0.020771500148693445,-0.0006901469316630271,0.0078792470047242,0.022563119827781586,0.03290415259007862,0.012264071329078252,-0.009009024489478712,0.0068195398285026965,0.017901172501308737,0.01815900424119765,0.01824206514923854,-0.013998114490972213,-0.013011184046908042,0.0030074799793382567,-0.023755549492272543,0.020283956694222338,0.00352428876166222,0.0331658687014631,0.010582000347830522,0.01311869784656472,-0.001148677028882994,0.03665734943599941,0.05148938570588246,0.026156964943929495,0.008245028593380832,-0.011585830513226592,-0.024653343115550785,0.02993775347037153
2012-01-04,-0.010450706881490524,-0.0452650234055616,0.00234556161537669,-0.03692058050710867,-0.028100718526200774,-0.005524856784194343,-0.019543929134772764,-0.02559580916176374,0.001385073292581085,-0.01863931200349833,-0.021212125882702715,-0.018472889318355556,-0.0030320944666184513,-0.012300182734981235,-0.014657927965435968,-0.01331000270764926,0.0009416411477964903,-0.038230884088803596,-0.03699822437776901,-0.034459859844945706,-0.029850779072962075,-0.02042806531568986,0.005235638692580702,0.010300147862240205,-0.017826192482343406,-0.02392081065088647,-0.027923920253760004,0.0026143765591093437,-0.012850441015181291,-0.014652000576396595,-0.14454975416183602,-0.013967512970142093
2012-01-05,-0.04092411671620344,-0.0018715039906107567,-0.02106080425246515,-0.04486143850554081,-0.1026919913068205,-0.03541661727207546,-0.06644539935810367,-0.05978242891210883,-0.04910097069667496,-0.010446311440333589,-0.026831711709654704,-0.03136759904934705,-0.011557209725389428,-0.02303850473203506,-0.033057897487107635,-0.02158193178360579,-0.0009407552939016961,-0.07326576963301745,0.006573689403788885,-0.0480439613090996,-0.0628958988984415,-0.029791477874884786,-0.01909724464294993,-0.015729694578438647,-0.022833767369550895,0.03569536946095342,-0.01457112744991973,-0.00912648904368718,-0.027810679854082143,-0.0163569322815027,-0.17266849254358874,-0.03943335607376808
2012-01-06,-0.005505779271481104,-0.011875033201649288,0.006374495815953507,-0.03159683618635045,-0.026111093034014377,-0.01655871059939973,-0.014946502347161328,-0.035645633139396504,0.012363641912287004,0.0009597148568729619,-0.015906740970332733,-0.0006476986469514667,0.005538470928485584,0.004461425415695164,-0.004273520645296847,-0.014706618183431885,0.0009416411477964903,-0.043734268559778355,-0.006877955488865939,-0.005046841860493534,-0.008691513772557613,0.012282484936789295,0.017699097866309854,0.0050311014604713655,-0.004194372495941234,0.023148323762917977,0.025348517181547958,0.0026315764707212086,-0.008521033546712853,0.007558572040257561,-0.11116073925376002,0.006377055409939825
2012-01-09,-0.008304556046884848,-0.020872860839777796,-0.029295319256254837,-0.02998233909338266,-0.053622420390850745,-0.04245973134589276,0.00939310047470876,-0.021378681309914827,-0.004310374948839346,0.010546467253952141,0.03825436488423084,-0.012313632150259046,-0.005507965223221611,-0.03109138756788654,-0.012875504158102014,-0.0074621084335450005,-0.0009407552939016961,-0.03166228185459463,-0.12396185351258493,0.0050724416714558185,-0.06867999720354634,-0.0050555152163158645,-0.014782615329908322,0.02002357551929501,0.003610116262043439,-0.06234310959533329,-0.009888722280770867,-0.015091833706730617,0.0,0.009002313894437952,-0.12836921032302795,-0.14257430491780554
2012-01-10,0.01744590140068847,0.011627911453987672,0.007340958475340775,0.05090905398844736,0.02109711981565643,0.0,0.030780231022629057,0.07901190232670663,0.03246758831791596,-0.008538913938674009,-0.008822006863287601,0.024934374271319504,0.021538485013521624,0.038637901854383205,0.03739133088485058,0.007518210132781977,0.011299424374030087,0.0663034302068557,-0.13043400682181938,0.005767856103812363,0.040271979244614675,0.039634027451349585,-0.006178260838092031,0.019919105479997867,0.010791603190989818,0.05522787074072677,0.04972946983469351,0.01798797468169444,0.037446353988520586,0.024535309790813864,0.06036737277103099,-0.07159352153387832
2012-01-11,-0.010288056422462,-0.0070242894639083175,-0.03238870929953663,0.012110607491003567,0.04545460011833624,0.0229357945324713,0.020138954671564235,0.040681146161615,-0.0020964839808377267,-0.018181778358966505,0.005759094283037225,-0.010243298369854936,-0.006024119227211244,0.022068081469362122,0.0016764043233661319,0.0009332421110188616,-0.01117317394007622,0.015332202977470288,-0.06772685294245484,0.058781375116346624,-0.0025138236928736735,0.026393056322401964,0.0026642746324501143,-0.0016982271243042302,-0.010083033197575864,-0.025914790216576833,-0.020416285921574517,0.013743458234088513,0.006508826989095162,-0.015239497341667518,0.055280521573943586,0.04477607691359675
2012-01-12,0.004851066452282726,0.015434115399962423,-0.03179917326411119,0.029914633208643515,0.04065495555273935,0.01793720247125674,0.055139341456783564,0.028181870010795418,0.016806773759129756,0.00779726334516595,0.03435719865776665,0.009702448679090203,-0.005454554702296388,0.027760598679798187,0.024267779621902852,-0.00559231945080052,-0.0018831924957504187,0.040268436911235383,-0.024866824314596414,0.01421802822185092,0.08064520586975976,0.04380949213648311,-0.00620015013824049,0.009923420137591066,0.017375613676962942,0.028169402960279255,0.014771338632060038,0.013557136297608352,0.013521459284315362,0.016212199915648595,0.13526196055372908,-0.043333259915545375
2012-01-13,-0.028965554435810392,0.03609882276485221,0.007778751509228687,-0.038174324101747925,-0.013564820192440652,-0.0036710859878844593,-0.03096752161837879,0.02033592808660778,0.053718988180481375,-0.012572544731382918,0.03774534314659528,-0.01217164274449567,-0.007312549238304156,-0.04261703616719148,-0.015522841824852751,-0.027178290039702735,0.005660326771994351,0.0,-0.2000011326205644,-0.031375200091356636,0.03731339632150399,-0.009124093011099177,-0.0035650589038372926,-0.01880966898402603,-0.011778702805052665,-0.01319136966748713,-0.009770645599496475,-0.03503185970806755,-0.019141527151229853,-0.013778052868759993,0.004821006381886983,-0.023892531493740377
2012-01-16,-0.01349427151947824,0.022616100263462835,0.01457976659679594,-0.00431397750104745,0.0038503046523674644,-0.007369154756396323,0.021970654248903765,0.01993080495293187,-0.01372549251823807,0.021547528521727255,0.020853461703502774,0.012321617065450763,0.006138641405831757,0.06583074087117491,0.006638997712843597,0.0,0.024390265722654236,0.012903251856348108,-0.04437027117603998,0.007581004397845259,0.016187056529646027,0.011049712214813656,0.014311256086284585,0.011444927146180728,0.005363680470365173,0.0704368892766929,0.07229152705705166,0.029042940273044104,0.002956827484769997,0.0007352408163487922,0.004112371778656199,-0.05150431062257521
2012-01-17,-0.0014399520347840866,0.007172722577035495,-0.0016905751663851554,-0.00173317396183148,-0.007123352150396389,0.02746843936334198,-0.0234527931186862,-0.027187902697260347,0.01722996860521886,-0.009587764002279342,-0.014726816017959665,0.02370279329284708,0.017083630083741808,-0.004117633265181109,0.0016487637181095138,0.0,0.004578772013327015,0.007165560057752041,-0.021588816694533164,-0.0013679714321708225,-0.01150443495482234,0.02185799075345618,0.01587304257087707,0.00763791263763447,0.004149269157484703,0.019692522470506013,-0.0056337528724402786,-0.005772941097306639,-0.010613211608651363,0.017634129069243443,0.027986399339455792,-0.024193525128260562
2012-01-18,0.008651827129508183,-0.019584565870174098,-0.022015259919040187,0.01302083935557019,-0.008829972851248535,0.03901733785400685,0.010673811673484135,-0.006986819567372349,0.01889250518867147,0.0019361527503765075,0.028447452222709613,-0.013767255133832146,0.001199787502827565,0.0035439767098190966,-0.01893000407058043,-0.012524531340342704,0.012762022446728416,0.012648247119257938,0.010030943813346349,0.0253424245927778,-0.018800383134606746,0.00713005833020719,0.04600691943670965,0.004211130080012282,-0.0011804772410142217,0.004239468979550853,0.05476864167601736,0.0025806427001953125,-0.023241904495596932,-0.013718364135235195,-0.01195221867806695,-0.05289260182574773
