,values
2015-08-28,0.15895754670000303
2015-08-31,0.15935448596729865
2015-09-01,0.1645843743108892
2015-09-02,0.1643206678767156
2015-09-03,0.1612553258345212
2015-09-04,0.16481701085236194
2015-09-08,0.1655591855666483
2015-09-09,0.16601859700335808
2015-09-10,0.16622934203018772
2015-09-11,0.16625258783605945
2015-09-14,0.1660493458545851
2015-09-15,0.16773635470882992
2015-09-16,0.16807010128080482
2015-09-17,0.166507826567394
2015-09-18,0.16688804044007058
2015-09-21,0.1668670232550059
2015-09-22,0.16784722125814652
2015-09-23,0.16910951952399664
2015-09-24,0.16784710250851712
2015-09-25,0.1677377724386331
2015-09-28,0.1696330432749665
2015-09-29,0.17001875064360503
2015-09-30,0.17084845253263597
2015-10-01,0.1707608304145141
2015-10-02,0.17083179843224064
2015-10-05,0.17050948872007674
2015-10-06,0.17141912050781655
2015-10-07,0.17142959897780943
2015-10-08,0.17150319900142724
2015-10-09,0.17146941277138608
2015-10-12,0.17151631947288354
2015-10-13,0.1713614192427734
2015-10-14,0.17140272411624738
2015-10-15,0.17142775845895136
2015-10-16,0.17126046542738757
2015-10-19,0.171478395139409
2015-10-20,0.17170982801761447
2015-10-21,0.1673712740333799
2015-10-22,0.1670760706825387
2015-10-23,0.17035396695247698
2015-10-26,0.17030650821784427
2015-10-27,0.17070152112813022
2015-10-28,0.1704362251220948
2015-10-29,0.1693058230185024
2015-10-30,0.16923103547882337
2015-11-02,0.169176245955576
2015-11-03,0.16950795270941038
2015-11-04,0.16962148497306492
2015-11-05,0.1689425035516322
2015-11-06,0.16860909336968524
2015-11-09,0.16876800726323518
2015-11-10,0.16887450260322823
2015-11-11,0.16875823907610898
2015-11-12,0.16922572593325694
2015-11-13,0.16927674903723294
2015-11-16,0.1695174473411241
2015-11-17,0.1694275493098142
2015-11-18,0.1692798234793744
2015-11-19,0.16915605336861628
2015-11-20,0.1690567838990437
2015-11-23,0.16926998889465622
2015-11-24,0.1691187718259825
2015-11-25,0.16901877796397388
2015-11-27,0.1691187458705746
2015-11-30,0.16914723648418337
2015-12-01,0.16931451844697054
2015-12-02,0.16903943378899283
