,values
2015-08-28,0.1512187125152982
2015-08-31,0.1513166826454837
2015-09-01,0.15112210914713764
2015-09-02,0.15116264668278706
2015-09-03,0.15095202245680825
2015-09-04,0.15078368170083453
2015-09-08,0.15088040208981482
2015-09-09,0.15010669237565044
2015-09-10,0.15024103166988104
2015-09-11,0.149871963369199
2015-09-14,0.15088625733348915
2015-09-15,0.15107462453338957
2015-09-16,0.15109777651583234
2015-09-17,0.14992170587426346
2015-09-18,0.14928172778989948
2015-09-21,0.14860697143155005
2015-09-22,0.14917188455103872
2015-09-23,0.1488794451906297
2015-09-24,0.14904957067510352
2015-09-25,0.14931728446925463
2015-09-28,0.1459915700565913
2015-09-29,0.1437945157093106
2015-09-30,0.14277254539316986
2015-10-01,0.14248219098407836
2015-10-02,0.14268345865424667
2015-10-05,0.14363679506890298
2015-10-06,0.14395694435210593
2015-10-07,0.14486588550426638
2015-10-08,0.14524929099517117
2015-10-09,0.1442720734224594
2015-10-12,0.14413686499873066
2015-10-13,0.14491082543148437
2015-10-14,0.1460072867674096
2015-10-15,0.14626354351481072
2015-10-16,0.14653937535423467
2015-10-19,0.1455607246592043
2015-10-20,0.14543406459001312
2015-10-21,0.14615854090704278
2015-10-22,0.14618173389557973
2015-10-23,0.144611594907718
2015-10-26,0.1448849930896309
2015-10-27,0.14439893171659074
2015-10-28,0.14552118120596866
2015-10-29,0.14678902609707128
2015-10-30,0.14681227441564848
2015-11-02,0.14643373914094693
2015-11-03,0.1473211343367994
2015-11-04,0.14724160215181392
2015-11-05,0.1463648795241788
2015-11-06,0.14709983773487348
2015-11-09,0.1467400753535327
2015-11-10,0.14647353089488255
2015-11-11,0.14715601542711162
2015-11-12,0.1471236550324806
2015-11-13,0.14719059717584715
2015-11-16,0.14707224919680803
2015-11-17,0.1474274635727344
2015-11-18,0.14730785390823417
2015-11-19,0.14713907588125036
2015-11-20,0.14683746283943938
2015-11-23,0.1464396511391979
2015-11-24,0.14625865029073828
2015-11-25,0.14629548937157563
2015-11-27,0.14648938876888037
2015-11-30,0.14641119050858278
2015-12-01,0.14539754327547078
2015-12-02,0.14533050982792792
2015-12-03,0.14471669465321166
2015-12-04,0.14459460392626663
2015-12-07,0.14451235269204973
2015-12-08,0.1447894204472204
2015-12-09,0.1443887193681498
2015-12-10,0.14446999459226184
2015-12-11,0.14363966045072568
2015-12-14,0.14354175203078262
2015-12-15,0.1432965868844213
2015-12-16,0.14318583395588114
2015-12-17,0.1439392773169564
2015-12-18,0.1434145690573834
2015-12-21,0.14344984362444083
2015-12-22,0.14358585652279907
2015-12-23,0.14431481396877185
2015-12-24,0.1440075848555354
2015-12-28,0.1445073995132926
2015-12-29,0.14483192953546958
2015-12-30,0.14525650277737148
2015-12-31,0.14510414162236862
2016-01-04,0.14450104950496126
2016-01-05,0.14552775286918262
2016-01-06,0.14531961708016114
2016-01-07,0.14613146327808488
2016-01-08,0.14565075986742593
2016-01-11,0.14548953121068295
2016-01-12,0.14437666821881168
2016-01-13,0.14324026618407742
2016-01-14,0.14391813206587836
2016-01-15,0.1434400146935734
2016-01-18,0.14381178654628443
2016-01-19,0.14422475013890612
2016-01-20,0.14455877088633523
2016-01-21,0.14342080527034037
2016-01-22,0.14310581294818203
2016-01-25,0.1428305797117952
2016-01-26,0.14418901056398892
2016-01-27,0.14451341614104427
2016-01-28,0.14525086542780918
2016-01-29,0.1465451566959143
2016-02-01,0.1452050178067223
2016-02-02,0.14410220588523007
2016-02-03,0.14456969937310926
2016-02-04,0.14566714186619928
2016-02-05,0.14503419547400254
2016-02-08,0.14495950553723638
2016-02-09,0.14547323070051513
2016-02-10,0.1457251661200961
2016-02-11,0.14564159061268656
2016-02-12,0.14494588200742053
2016-02-16,0.14493277361089085
2016-02-17,0.14501328894442292
2016-02-18,0.1453455752896159
2016-02-19,0.1454095979926066
2016-02-22,0.1418882040660808
2016-02-23,0.14131127840481392
2016-02-24,0.13868318843353664
2016-02-25,0.13838656030267343
2016-02-26,0.13655115850390515
2016-02-29,0.13680258873059678
2016-03-01,0.1370842957395304
2016-03-02,0.13704450973794655
2016-03-03,0.1367375346516206
2016-03-04,0.1369173024884513
2016-03-07,0.13644089066254067
2016-03-08,0.13666476504633904
2016-03-09,0.13638635047082498
2016-03-10,0.1365597341786312
2016-03-11,0.13661791378956087
2016-03-14,0.13607702314611858
2016-03-15,0.13699311495832564
2016-03-16,0.13638662646246225
2016-03-17,0.1374901316971684
2016-03-18,0.13763012057207713
2016-03-21,0.1374394995922096
2016-03-22,0.1364657505031351
2016-03-23,0.1369493950578296
2016-03-24,0.1370846459893311
2016-03-28,0.1367156037102849
2016-03-29,0.13533615113498218
2016-03-30,0.13631195013020336
2016-03-31,0.135120242700564
2016-04-01,0.13441373413833424
2016-04-04,0.13420302547060065
2016-04-05,0.13505121379758678
2016-04-06,0.1354010089161878
2016-04-07,0.13525846576518558
2016-04-08,0.13595320308633413
2016-04-11,0.13577331596510464
2016-04-12,0.13600786173194315
2016-04-13,0.13603317351155125
2016-04-14,0.13601862403199558
2016-04-15,0.13576140279016274
2016-04-18,0.13606797519364586
2016-04-19,0.1361959612845449
2016-04-20,0.1363678636067956
2016-04-21,0.13677888822832948
2016-04-22,0.13759985546456885
2016-04-25,0.1372630554662175
2016-04-26,0.13732614371445978
2016-04-27,0.13837683447357405
2016-04-28,0.13810852494768963
2016-04-29,0.1390999807897783
2016-05-02,0.1390091278211125
2016-05-03,0.14005405366570534
2016-05-04,0.1392703967117491
2016-05-05,0.1382648013011087
2016-05-06,0.13859064388266595
2016-05-09,0.13835509615818345
2016-05-10,0.1387873618578621
2016-05-11,0.13908779209813607
2016-05-12,0.139215966465567
2016-05-13,0.13914503922262156
2016-05-16,0.13867278602880165
2016-05-17,0.1378161636019792
2016-05-18,0.13630158076004711
2016-05-19,0.1367045684558772
2016-05-20,0.13616144406917804
2016-05-23,0.13614200911659216
2016-05-24,0.13690600232214742
2016-05-25,0.13771472528222684
2016-05-26,0.13769969691402636
2016-05-27,0.13499118997242435
2016-05-31,0.13466384091970515
2016-06-01,0.13459131374290936
2016-06-02,0.1345709330866753
2016-06-03,0.1351274025199516
2016-06-06,0.1350979539908977
2016-06-07,0.13484796075149402
2016-06-08,0.135154608402567
2016-06-09,0.13492975620498243
2016-06-10,0.13463005172313608
2016-06-13,0.1343949360311316
2016-06-14,0.13392832223958276
2016-06-15,0.13450364177675528
2016-06-16,0.13517962366821423
2016-06-17,0.13520665567023946
2016-06-20,0.13496396982147316
2016-06-21,0.1345973349735693
2016-06-22,0.13432201131707786
2016-06-23,0.13306432191830136
2016-06-24,0.13223879364547284
2016-06-27,0.13089582966240695
2016-06-28,0.13140061167989417
2016-06-29,0.1320592300436864
2016-06-30,0.13168540313838245
2016-07-01,0.13171838068004746
2016-07-05,0.13376341366210154
2016-07-06,0.13343714756058003
2016-07-07,0.13740624655944622
2016-07-08,0.13835597715870607
2016-07-11,0.14097941398939334
2016-07-12,0.1419829376162557
2016-07-13,0.14674068836499643
2016-07-14,0.14655084416299724
2016-07-15,0.1470738610440028
2016-07-18,0.15318163521045564
2016-07-19,0.15350357850274846
2016-07-20,0.15853224857425113
2016-07-21,0.18552499194574967
2016-07-22,0.1910929376499433
2016-07-25,0.2008088340121364
2016-07-26,0.19833708533621228
2016-07-27,0.202834992664242
2016-07-28,0.19515873659876423
2016-07-29,0.19914459614068802
2016-08-01,0.1964298468628589
2016-08-02,0.2012081778444613
2016-08-03,0.1988585681007198
2016-08-04,0.2013154371843837
2016-08-05,0.20122258783701594
2016-08-08,0.20002882021675994
2016-08-09,0.20075587840072576
2016-08-10,0.20182865013402293
2016-08-11,0.20267609886835966
2016-08-12,0.20245686807209004
2016-08-15,0.20736103380778795
2016-08-16,0.20713726092289952
2016-08-17,0.20968922408820428
2016-08-18,0.2112271583418882
2016-08-19,0.21181849906711542
2016-08-22,0.21319288182272386
2016-08-23,0.21363474567112598
2016-08-24,0.21610774411825429
2016-08-25,0.21846489088828308
2016-08-26,0.21820550004383554
2016-08-29,0.21941965546387682
2016-08-30,0.22115913165225753
2016-08-31,0.2205119295641053
2016-09-01,0.2180399885328889
2016-09-02,0.2176611908468545
