,values
2014-03-12,0.26044711426280437
2014-03-13,0.26078839647620056
2014-03-14,0.23601945873121624
2014-03-17,0.23789671308045346
2014-03-18,0.2375016108632274
2014-03-19,0.2361615359540439
2014-03-20,0.2551453949873531
2014-03-21,0.2551095901686346
2014-03-24,0.25972455436144626
2014-03-25,0.2572506178041424
2014-03-26,0.2450406982715397
2014-03-27,0.2445773523727465
2014-03-28,0.2630054616694635
2014-03-31,0.2631020504193166
2014-04-01,0.26315528857839027
2014-04-02,0.26317532281753964
2014-04-03,0.26323114863251523
2014-04-04,0.24007522582274907
2014-04-07,0.2631561339763946
2014-04-08,0.26143261067544676
2014-04-09,0.25641915794672754
2014-04-10,0.2589311965031653
2014-04-11,0.2599807873029727
2014-04-14,0.259260047628182
2014-04-15,0.2547289531028009
2014-04-16,0.25539742309825436
2014-04-17,0.26097424666663355
2014-04-22,0.26110863712477034
2014-04-23,0.26051690567651187
2014-04-24,0.2621324811973562
2014-04-25,0.2603275847117003
2014-04-28,0.26014913283259805
2014-04-29,0.26179764236930436
2014-04-30,0.26144857143934774
2014-05-02,0.26106959132411994
2014-05-06,0.26270633351122774
2014-05-07,0.26004937187354354
2014-05-08,0.25999841254283174
2014-05-09,0.2605710425018783
2014-05-12,0.2619311630710379
2014-05-13,0.2620496337482214
2014-05-14,0.26189821428168186
2014-05-15,0.2626466237028362
2014-05-16,0.26265650524229006
2014-05-19,0.2622608256201462
2014-05-20,0.2592805880061995
2014-05-21,0.25920215083701403
2014-05-22,0.25817411939024326
2014-05-23,0.257318010727731
2014-05-27,0.2590886362903703
2014-05-28,0.2563070811874021
2014-05-30,0.2563958703881783
2014-06-02,0.25660415338766884
2014-06-03,0.2568630151794511
2014-06-04,0.25784127626321995
2014-06-05,0.23854477906547955
2014-06-06,0.23702452678414998
2014-06-10,0.2570677357318697
2014-06-11,0.25705884146963953
2014-06-12,0.25688500806909287
2014-06-13,0.2568346947993055
2014-06-16,0.257283605994619
2014-06-17,0.2567559606871261
2014-06-18,0.23596009546211408
2014-06-19,0.2556307101675253
2014-06-20,0.25674692134948546
2014-06-23,0.2528056812500059
2014-06-24,0.25328068464053183
2014-06-25,0.23152675827493627
